epoch,Train_Loss,Val_AUC
0,0.7066073016142745,50.086859842957395
1,0.6962302070282493,51.93871169480926
2,0.6976888316944553,47.498436522826765
3,0.6958237577182977,48.474741157667985
4,0.6946587268278689,52.046417900076435
5,0.6943735729700352,51.504412480022246
6,0.698460912604711,52.20276561739976
7,0.6949942231677068,51.70592731568341
8,0.6940826683862439,52.619692863595304
9,0.6951322610408193,46.40052810784518
10,0.693421831939011,47.59224515322076
11,0.6939306476126156,52.849002849002844
12,0.6996245591211518,54.28045306094087
13,0.6944708557308469,52.77604058091864
14,0.6937463555375901,53.86005142102703
15,0.6937251061076399,50.396080883885766
16,0.6947329246349414,47.35598638037663
17,0.6944194583214477,52.68570634424293
18,0.6942838086243953,47.4636925856438
19,0.6959787981280722,52.6266416510319
20,0.694211895246386,52.66833437565145
21,0.6947275731852862,52.505037870891535
22,0.6945691101221859,52.40080605934264
